City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
323,mata-utu,-13.2816,-176.1745,28.55,80.0,18.0,7.6,WF,1718656130.0
324,rampur,28.8167,79.0333,37.73,26.0,0.0,5.04,IN,1718656130.0
325,brookings,44.3114,-96.7984,21.19,96.0,100.0,3.09,US,1718656079.0
326,mananjary,-21.2167,48.3333,21.04,86.0,100.0,2.78,MG,1718656131.0
327,truro,50.2653,-5.0544,15.6,82.0,0.0,3.6,GB,1718656038.0
329,goderich,43.7501,-81.7165,28.18,65.0,81.0,6.17,CA,1718656008.0
330,whangarei,-35.7317,174.3239,10.32,98.0,27.0,0.72,NZ,1718656131.0
331,mossoro,-5.1875,-37.3442,29.97,54.0,40.0,3.09,BR,1718656075.0
332,khandyga,62.6667,135.6,13.71,64.0,99.0,1.02,RU,1718656132.0
333,puerto rico,-26.796,-55.024,21.29,99.0,98.0,1.39,AR,1718656132.0
334,malindi,-3.2175,40.1191,25.99,81.0,13.0,8.71,KE,1718656132.0
335,dodge city,37.7528,-100.0171,34.82,49.0,0.0,13.89,US,1718656132.0
336,lebanon,36.2081,-86.2911,35.65,58.0,20.0,5.14,US,1718655978.0
337,guerrero negro,27.9769,-114.0611,20.81,59.0,4.0,7.96,MX,1718655885.0
338,kristianstad,56.0313,14.1524,16.64,76.0,3.0,2.57,SE,1718656132.0
339,kralendijk,12.15,-68.2667,31.99,62.0,40.0,6.17,BQ,1718656051.0
340,rudbar,30.15,62.6,33.64,15.0,0.0,5.21,AF,1718656133.0
341,severoural'sk,60.1533,59.952,13.62,70.0,67.0,0.72,RU,1718656133.0
342,tadine,-21.55,167.8833,20.7,81.0,1.0,3.11,NC,1718656133.0
343,arkhangel'sk,64.5401,40.5433,17.06,63.0,20.0,2.0,RU,1718656133.0
344,moree,-29.4667,149.85,4.82,82.0,1.0,2.98,AU,1718655911.0
345,darwin,-12.4611,130.8418,19.99,88.0,28.0,1.54,AU,1718656133.0
346,ponta delgada,37.7333,-25.6667,20.4,68.0,75.0,5.66,PT,1718656133.0
347,tefenni,37.3097,29.7754,22.77,43.0,45.0,1.4,TR,1718656133.0
348,daru,-9.0763,143.2092,23.78,74.0,0.0,5.53,PG,1718656134.0
349,bonney lake,47.1771,-122.1865,16.08,78.0,100.0,2.06,US,1718656134.0
350,domodossola,46.1165,8.2931,21.47,95.0,84.0,1.45,IT,1718656134.0
351,aioun,16.6614,-9.6149,37.83,23.0,23.0,4.16,MR,1718656134.0
352,palangkaraya,-2.2,113.8333,23.56,99.0,37.0,1.03,ID,1718656134.0
353,federacion,-31.0062,-57.8996,17.94,86.0,46.0,2.97,AR,1718655917.0
354,barcelos,41.5388,-8.6151,18.8,96.0,99.0,3.33,PT,1718655941.0
355,launceston,-41.45,147.1667,2.86,93.0,56.0,4.12,AU,1718656134.0
356,missao velha,-7.2497,-39.1431,30.27,45.0,20.0,1.54,BR,1718656135.0
357,pyt-yakh,60.7499,72.8582,9.35,92.0,100.0,5.31,RU,1718656135.0
358,kyshtovka,56.555,76.6271,15.58,93.0,68.0,7.07,RU,1718656135.0
360,primero de mayo,-32.2552,-58.4228,18.79,86.0,99.0,4.19,AR,1718655973.0
361,saint-louis,16.3333,-15.0,36.82,21.0,15.0,4.14,SN,1718656135.0
362,nemuro,43.3236,145.575,12.5,91.0,100.0,5.49,JP,1718656135.0
363,severo-yeniseyskiy,60.3725,93.0408,9.67,67.0,44.0,1.84,RU,1718656136.0
364,bandar labuan,5.2888,115.2692,26.2,94.0,20.0,0.0,MY,1718656136.0
365,carbondale,37.7273,-89.2168,29.43,72.0,100.0,5.66,US,1718655623.0
366,san luis de la loma,17.2706,-100.8939,30.57,67.0,100.0,6.8,MX,1718656136.0
367,gaalkacyo,6.7697,47.4308,30.12,40.0,78.0,8.55,SO,1718656136.0
368,sinabang,2.4803,96.3801,25.86,82.0,100.0,0.17,ID,1718656136.0
369,fort st. john,56.2499,-120.8529,13.94,35.0,75.0,6.17,CA,1718656134.0
370,nantucket,41.2835,-70.0995,23.38,82.0,0.0,7.2,US,1718656136.0
371,xinmin,41.9908,122.8253,20.02,66.0,24.0,2.38,CN,1718656137.0
373,ngaoundere,7.3167,13.5833,19.6,89.0,48.0,0.64,CM,1718656137.0
374,isangel,-19.55,169.2667,21.06,94.0,20.0,0.0,VU,1718656137.0
375,hope mills,34.9704,-78.9453,33.6,51.0,75.0,1.79,US,1718656137.0
376,nassau,40.7507,-73.5829,30.55,67.0,0.0,7.72,US,1718655893.0
377,hedaru,-4.5,37.9,18.98,64.0,0.0,2.05,TZ,1718656137.0
378,derzhavinsk,51.1,66.3167,22.22,73.0,100.0,4.04,KZ,1718656138.0
379,tazacorte,28.629,-17.9293,21.54,90.0,75.0,7.72,ES,1718656138.0
380,aasiaat,68.7098,-52.8699,5.53,78.0,31.0,3.56,GL,1718656138.0
381,montanha,-18.1269,-40.3633,25.44,57.0,97.0,3.24,BR,1718656138.0
382,san victor arriba,19.4774,-70.5359,27.94,74.0,75.0,2.06,DO,1718656138.0
383,zawiya,32.7522,12.7278,26.55,54.0,0.0,5.05,LY,1718656138.0
384,vrontados,38.4089,26.1328,29.92,35.0,0.0,3.6,GR,1718656138.0
386,breves,-1.6822,-50.4803,31.59,58.0,45.0,1.37,BR,1718656139.0
387,zhangye,38.9342,100.4517,19.8,48.0,23.0,1.72,CN,1718656139.0
388,callao,-12.0667,-77.15,23.01,77.0,100.0,6.17,PE,1718656139.0
389,new norfolk,-42.7826,147.0587,6.62,96.0,21.0,0.99,AU,1718656139.0
390,mutuali,-14.8706,37.0044,15.0,69.0,10.0,1.92,MZ,1718656139.0
391,calilegua,-23.7737,-64.77,24.15,44.0,0.0,2.97,AR,1718656140.0
392,dawei,14.0833,98.2,25.4,91.0,100.0,1.31,MM,1718656140.0
393,dakhla,23.6848,-15.958,20.01,83.0,1.0,10.29,EH,1718655970.0
394,chusovoy,58.3013,57.8131,13.22,78.0,78.0,1.24,RU,1718656140.0
395,bikenibeu village,1.3673,173.1241,27.98,89.0,40.0,2.06,KI,1718656140.0
396,rio grande,-32.035,-52.0986,16.06,90.0,100.0,4.15,BR,1718656015.0
397,alo,7.4178,6.7371,26.83,75.0,25.0,1.66,NG,1718656140.0
398,canavieiras,-15.675,-38.9472,23.67,76.0,0.0,2.06,BR,1718656140.0
399,benjamin constant,-4.3831,-70.0311,32.07,88.0,75.0,6.69,BR,1718656141.0
400,luninyets,52.2472,26.8047,16.18,91.0,1.0,3.19,BY,1718656141.0
401,ganshui,28.7422,106.7111,23.1,91.0,97.0,0.25,CN,1718656141.0
402,cidreira,-30.1811,-50.2056,17.91,95.0,100.0,4.44,BR,1718656141.0
403,tofol,5.3248,163.0078,28.34,75.0,21.0,4.54,FM,1718656141.0
404,giyani,-23.3025,30.7187,15.26,54.0,0.0,1.33,ZA,1718656141.0
405,kembe,4.6228,21.8865,20.05,99.0,95.0,1.57,CF,1718656141.0
406,shitanjing,39.2342,106.3439,24.46,34.0,100.0,1.99,CN,1718656142.0
407,inhambane,-23.865,35.3833,19.55,77.0,54.0,1.79,MZ,1718656142.0
408,mahajanga,-15.7167,46.3167,25.01,65.0,0.0,1.54,MG,1718656142.0
409,ishigaki,24.3448,124.1572,28.07,94.0,100.0,4.63,JP,1718656142.0
410,sabang,5.8933,95.3214,29.38,72.0,100.0,6.2,ID,1718656142.0
411,brigantine,39.4101,-74.3646,29.0,69.0,0.0,6.17,US,1718656142.0
413,bloomfield,40.8068,-74.1854,32.81,52.0,20.0,6.17,US,1718655962.0
414,safotu,-13.4513,-172.4018,28.02,77.0,50.0,9.96,WS,1718656143.0
415,dharan,26.8125,87.2835,25.92,80.0,100.0,1.54,NP,1718656143.0
417,beyneu,45.3167,55.2,32.84,22.0,0.0,4.35,KZ,1718656143.0
418,lundazi,-12.2929,33.1782,13.36,73.0,0.0,2.45,ZM,1718656143.0
419,balqash,46.8481,74.995,25.18,44.0,55.0,3.49,KZ,1718656143.0
421,mount sterling,38.0565,-83.9433,34.36,56.0,0.0,2.06,US,1718656144.0
422,nioro du rip,13.75,-15.8,28.98,48.0,62.0,5.63,SN,1718656144.0
423,hotan,37.0997,79.9269,27.96,23.0,100.0,3.9,CN,1718656144.0
424,yeppoon,-23.1333,150.7333,6.88,55.0,0.0,3.09,AU,1718656144.0
425,fukuecho,32.6881,128.8419,21.57,85.0,79.0,8.87,JP,1718656144.0
426,alice springs,-23.7,133.8833,12.75,71.0,6.0,3.09,AU,1718656144.0
427,long beach,33.767,-118.1892,26.49,70.0,100.0,4.63,US,1718655950.0
428,novo aripuana,-5.1206,-60.3797,30.86,59.0,97.0,1.43,BR,1718656145.0
429,marka,1.7159,44.7717,25.93,87.0,100.0,8.48,SO,1718656145.0
430,antalaha,-14.9003,50.2788,22.76,81.0,14.0,4.11,MG,1718656145.0
431,adler,43.43,39.92,22.09,83.0,75.0,2.0,RU,1718656145.0
432,aykhal,66.0,111.5,5.9,65.0,87.0,1.8,RU,1718656145.0
433,kyzyl-mazhalyk,51.1333,90.6,15.26,70.0,60.0,1.05,RU,1718656145.0
434,yeniseysk,58.4497,92.1703,11.39,79.0,97.0,1.69,RU,1718656146.0
435,san patricio,28.017,-97.5169,35.97,48.0,11.0,9.0,US,1718656146.0
436,trinidad,-14.8333,-64.9,32.99,52.0,20.0,3.6,BO,1718656146.0
437,ad dilam,23.9915,47.1627,34.23,12.0,0.0,3.23,SA,1718656146.0
438,berdigestyakh,62.0989,126.6992,6.39,99.0,100.0,2.03,RU,1718656146.0
439,zamora,-4.0692,-78.9567,31.58,61.0,52.0,2.14,EC,1718656146.0
440,konarka,19.9,86.1167,30.22,85.0,100.0,8.5,IN,1718656146.0
443,egilsstadir,65.2653,-14.3948,5.95,70.0,75.0,4.12,IS,1718656147.0
444,yanykurgan,43.915,67.2481,30.58,27.0,44.0,4.17,KZ,1718656147.0
445,stolin,51.8912,26.846,16.53,89.0,1.0,2.75,BY,1718656147.0
446,grand-lahou,5.1367,-5.0242,25.59,86.0,99.0,3.7,CI,1718656147.0
447,lorengau,-2.0226,147.2712,27.53,81.0,72.0,4.43,PG,1718656147.0
448,vorkuta,67.5,64.0,1.23,84.0,19.0,5.32,RU,1718656147.0
449,burao,9.5221,45.5336,26.07,42.0,98.0,9.69,SO,1718656148.0
450,igarka,67.4667,86.5833,4.97,76.0,100.0,2.42,RU,1718655851.0
451,gwanda,-20.9333,29.0,12.1,56.0,0.0,1.77,ZW,1718656148.0
452,bemidji,47.4736,-94.8803,24.47,41.0,0.0,2.06,US,1718656148.0
453,maumere,-8.6199,122.2111,22.83,70.0,0.0,0.37,ID,1718656148.0
454,bridgewater,44.3835,-64.5155,21.17,54.0,100.0,8.75,CA,1718656123.0
455,bouarfa,32.53,-1.95,31.49,16.0,49.0,11.99,MA,1718656148.0
456,coos bay,43.3665,-124.2179,19.99,63.0,75.0,5.66,US,1718656148.0
457,markala,13.7021,-6.0659,29.69,56.0,100.0,3.65,ML,1718656148.0
458,mwene-ditu,-7.0,23.45,20.51,39.0,0.0,0.62,CD,1718656149.0
459,praya,14.9215,-23.5087,25.3,65.0,20.0,6.69,CV,1718655946.0
460,srivardhan,18.0333,73.0167,28.26,85.0,100.0,2.57,IN,1718656149.0
461,dabuleni,43.8,24.0833,24.73,48.0,0.0,0.87,RO,1718656149.0
462,luderitz,-26.6481,15.1594,14.4,84.0,0.0,2.13,NA,1718656149.0
463,farah,32.5,62.5,29.06,19.0,0.0,5.19,AF,1718656149.0
464,vikhorevka,56.1201,101.1636,11.77,82.0,100.0,0.62,RU,1718656149.0
465,gadzhiyevo,69.2551,33.3362,14.6,82.0,100.0,2.49,RU,1718656150.0
466,zuwarah,32.9312,12.082,23.71,76.0,0.0,5.3,LY,1718656150.0
467,sisimiut,66.9395,-53.6735,8.06,77.0,99.0,1.82,GL,1718656150.0
469,zhosaly,45.4878,64.0781,31.43,28.0,68.0,3.08,KZ,1718656150.0
470,alaghsas,17.0187,8.0168,30.45,31.0,74.0,4.26,NE,1718656150.0
471,san martin,-33.081,-68.4681,17.3,28.0,0.0,2.89,AR,1718655935.0
472,faranah,10.0404,-10.7434,23.64,90.0,100.0,2.03,GN,1718656150.0
473,yichang,30.7144,111.2847,21.94,85.0,4.0,1.26,CN,1718656151.0
474,san rafael,-34.6177,-68.3301,18.53,21.0,43.0,3.04,AR,1718655604.0
475,nuuk,64.1835,-51.7216,6.34,81.0,75.0,16.46,GL,1718656151.0
476,tilisarao,-32.7329,-65.2911,16.2,46.0,100.0,6.54,AR,1718656151.0
477,tobruk,32.0836,23.9764,23.71,77.0,0.0,4.84,LY,1718656151.0
478,sola,-13.8833,167.55,26.69,81.0,11.0,2.32,VU,1718656151.0
479,sujangarh,27.7011,74.4649,36.36,35.0,7.0,4.93,IN,1718656151.0
480,aketi,2.7388,23.7833,22.33,89.0,46.0,0.73,CD,1718656151.0
482,pesqueira,-8.3578,-36.6964,19.97,86.0,66.0,4.61,BR,1718656152.0
483,nuriootpa,-34.4833,139.0,11.65,56.0,100.0,2.18,AU,1718656152.0
484,biltine,14.5333,20.9167,33.92,26.0,31.0,1.63,TD,1718656152.0
486,quellon,-43.1167,-73.6167,8.26,87.0,100.0,9.33,CL,1718656153.0
487,uzgen,40.7699,73.3007,20.16,80.0,100.0,2.82,KG,1718656153.0
488,bubaque,11.2833,-15.8333,27.15,80.0,78.0,6.76,GW,1718656153.0
489,kalianget,-7.05,113.9333,27.26,69.0,0.0,6.33,ID,1718656153.0
490,kyaukse,21.6,96.1333,26.63,84.0,100.0,3.3,MM,1718655970.0
491,viedma,-40.8135,-62.9967,14.23,40.0,100.0,3.5,AR,1718655925.0
492,tuburan,6.6439,122.2736,26.31,82.0,100.0,2.59,PH,1718656153.0
493,katsuura,35.1333,140.3,18.88,96.0,100.0,2.66,JP,1718656153.0
494,port douglas,-16.4833,145.4667,18.95,67.0,7.0,1.96,AU,1718656154.0
496,camacupa,-12.0167,17.4833,12.65,29.0,16.0,1.69,AO,1718656154.0
497,coquimbo,-29.9533,-71.3436,15.85,62.0,0.0,3.6,CL,1718655467.0
498,bujaru,-1.515,-48.0447,28.67,70.0,85.0,1.44,BR,1718656154.0
499,huarmey,-10.0681,-78.1522,20.97,72.0,0.0,5.92,PE,1718655944.0
500,orchard homes,46.8633,-114.0484,8.49,85.0,100.0,5.14,US,1718655959.0
501,kolonia town,6.964,158.206,28.68,79.0,100.0,9.02,FM,1718656155.0
503,bafoulabe,13.8065,-10.8321,32.02,53.0,99.0,3.11,ML,1718656155.0
504,badagry,6.4167,2.8833,26.16,85.0,56.0,2.84,NG,1718656155.0
505,al artawiyah,26.5053,45.3444,31.97,10.0,0.0,1.72,SA,1718656155.0
506,rongelap,11.1635,166.8941,28.13,80.0,87.0,7.7,MH,1718656155.0
507,mumbai,19.0144,72.8479,26.99,83.0,75.0,3.09,IN,1718656090.0
508,mariental,-24.6333,17.9667,14.65,35.0,0.0,4.26,NA,1718656155.0
509,babat,-7.1128,112.1635,23.4,95.0,45.0,1.61,ID,1718656156.0
510,el calafate,-50.3408,-72.2768,-2.35,92.0,100.0,1.7,AR,1718656156.0
511,rio verde de mato grosso,-18.9181,-54.8442,32.11,23.0,2.0,2.33,BR,1718656156.0
512,gevas,38.2968,43.1083,14.78,28.0,0.0,2.78,TR,1718656156.0
513,mahibadhoo,3.7833,72.9667,28.83,75.0,63.0,5.87,MV,1718656156.0
514,colares,38.7992,-9.4469,19.82,94.0,100.0,6.26,PT,1718656156.0
515,nar'yan-mar,67.6713,53.087,4.43,61.0,8.0,2.51,RU,1718656156.0
516,papao,-17.75,-149.55,27.82,84.0,12.0,4.01,PF,1718656156.0
518,brak,27.5496,14.2714,36.59,12.0,68.0,4.24,LY,1718656157.0
520,kosh-agach,50.0,88.6667,11.98,73.0,100.0,1.17,RU,1718656157.0
521,nova vicosa,-17.8919,-39.3719,24.14,78.0,0.0,2.41,BR,1718656157.0
522,pandan,14.0453,124.1694,26.61,82.0,51.0,1.09,PH,1718656157.0
523,erdenet,49.0333,104.0833,13.62,87.0,97.0,2.42,MN,1718656157.0
524,guatrache,-37.6678,-63.5302,16.65,54.0,100.0,6.76,AR,1718656158.0
525,meulaboh,4.1363,96.1285,24.71,94.0,100.0,2.04,ID,1718656158.0
526,dhidhdhoo,6.8833,73.1,28.85,78.0,33.0,7.22,MV,1718656158.0
527,jurm,36.8648,70.8342,17.56,57.0,61.0,0.75,AF,1718656158.0
528,kone,-21.0595,164.8658,17.58,94.0,33.0,0.69,NC,1718656158.0
529,freeport,40.6576,-73.5832,30.73,68.0,0.0,10.29,US,1718656082.0
530,talnakh,69.4865,88.3972,4.53,80.0,100.0,1.9,RU,1718656158.0
531,dezhou,37.4486,116.2925,26.67,48.0,7.0,4.85,CN,1718656158.0
532,wadebridge,50.5173,-4.8363,15.65,82.0,0.0,3.6,GB,1718656159.0
533,pangody,65.85,74.4859,6.42,66.0,41.0,4.63,RU,1718656159.0
534,geraldton,-28.7667,114.6,13.23,94.0,100.0,2.06,AU,1718656159.0
535,san angelo,31.4638,-100.437,36.83,40.0,0.0,7.6,US,1718655916.0
536,calama,-22.4667,-68.9333,18.27,13.0,0.0,9.77,CL,1718656153.0
537,saint-francois,46.4154,3.9054,20.23,86.0,0.0,3.09,FR,1718656159.0
538,beni,0.5,29.4667,17.1,97.0,99.0,1.14,CD,1718656159.0
539,nabinagar,23.8917,90.9733,27.26,94.0,100.0,4.94,BD,1718656160.0
540,argo,37.6333,22.7333,23.21,50.0,83.0,0.82,GR,1718656160.0
541,bury,53.6,-2.3,15.15,76.0,4.0,3.46,GB,1718655968.0
542,tangalle,6.024,80.7911,25.81,90.0,55.0,3.34,LK,1718655975.0
543,bidar,17.9,77.55,28.52,63.0,100.0,2.49,IN,1718656160.0
544,ola,59.5833,151.2833,9.49,75.0,100.0,0.79,RU,1718656160.0
545,lukow,51.929,22.3796,19.96,61.0,84.0,2.43,PL,1718656160.0
546,proletarsk,46.7031,41.7192,22.08,62.0,0.0,3.9,RU,1718656160.0
547,eureka,40.8021,-124.1637,23.75,62.0,67.0,3.58,US,1718656049.0
549,ancud,-41.8697,-73.8203,9.36,81.0,55.0,9.01,CL,1718656161.0
550,vila velha,-20.3297,-40.2925,25.97,73.0,0.0,2.57,BR,1718656153.0
551,ciudad tula,23.0,-99.7167,34.09,24.0,0.0,5.32,MX,1718656161.0
552,bellmere,-27.0875,152.923,10.14,72.0,0.0,2.23,AU,1718656161.0
553,sainte-marie,-20.8968,55.5496,20.09,88.0,100.0,3.6,RE,1718656161.0
554,el porvenir,13.7617,-87.3458,25.63,100.0,100.0,0.98,HN,1718656162.0
555,kununurra,-15.7667,128.7333,11.99,87.0,0.0,0.0,AU,1718656162.0
556,songling,31.1933,120.7176,21.36,84.0,47.0,2.62,CN,1718656162.0
557,city of isabela,6.7085,121.9711,25.67,85.0,100.0,1.12,PH,1718655886.0
558,mollendo,-17.0231,-72.0147,16.73,83.0,99.0,5.06,PE,1718656162.0
559,mbanza-ngungu,-5.25,14.8667,20.31,65.0,47.0,0.86,CD,1718656162.0
560,porirua,-41.1333,174.85,11.68,93.0,68.0,2.96,NZ,1718656162.0
561,nenjiang,49.1833,125.2167,13.98,79.0,100.0,1.06,CN,1718656162.0
562,concepcion,-36.827,-73.0498,12.89,82.0,75.0,2.06,CL,1718656163.0
563,fada,9.5667,8.3,22.6,81.0,26.0,0.41,NG,1718656163.0
564,newman,37.3138,-121.0208,27.23,12.0,9.0,8.48,US,1718656163.0
565,pontes e lacerda,-15.2261,-59.3353,34.82,25.0,58.0,2.39,BR,1718656163.0
566,illizi,26.4833,8.4667,42.89,7.0,89.0,3.72,DZ,1718656164.0
567,al jawf,29.5,38.75,33.32,15.0,90.0,1.58,SA,1718656164.0
568,zhytkavichy,52.2168,27.8561,15.7,94.0,6.0,2.83,BY,1718656164.0
569,akola,20.7333,77.0,32.82,53.0,99.0,3.22,IN,1718656164.0
570,nieuw amsterdam,5.8833,-55.0833,32.09,66.0,40.0,3.09,SR,1718656165.0
571,sechura,-5.5569,-80.8222,24.16,57.0,1.0,8.04,PE,1718656165.0
572,hasaki,35.7333,140.8333,19.22,92.0,100.0,3.85,JP,1718656165.0
573,skive,56.5667,9.0333,14.53,84.0,5.0,3.38,DK,1718656165.0
574,tutoia,-2.7619,-42.2744,27.11,75.0,32.0,2.25,BR,1718656165.0
575,kerouane,9.2667,-9.0167,22.35,92.0,86.0,1.38,GN,1718656165.0
576,eraan,9.0629,117.7016,26.63,83.0,100.0,1.18,PH,1718656165.0
577,novodvinsk,64.4165,40.8122,16.86,64.0,31.0,2.54,RU,1718656165.0
578,miramichi,47.0043,-65.4654,22.37,46.0,100.0,6.15,CA,1718656166.0
579,taoudenni,22.6783,-3.9836,37.74,21.0,61.0,6.93,ML,1718656166.0
580,olyokminsk,60.3736,120.4264,7.94,78.0,99.0,0.59,RU,1718656166.0
581,mpanda,-6.3655,31.0409,17.59,56.0,0.0,0.11,TZ,1718656166.0
582,la'ie,21.6477,-157.9253,27.98,73.0,57.0,5.81,US,1718656166.0
583,nemsova,48.967,18.1189,20.86,79.0,99.0,1.26,SK,1718656166.0
584,knyaze-volkonskoye,48.4642,135.4567,8.19,92.0,100.0,1.48,RU,1718656166.0
585,riyadh,24.6877,46.7219,34.08,12.0,0.0,1.9,SA,1718656026.0
586,garrni,40.1193,44.7344,24.33,40.0,2.0,5.13,AM,1718656167.0
587,itai,-23.4178,-49.0906,26.24,30.0,5.0,2.8,BR,1718656167.0
588,kudahuvadhoo,2.6708,72.8944,28.8,74.0,100.0,4.37,MV,1718656167.0
589,silver city,32.7701,-108.2803,32.04,13.0,0.0,6.71,US,1718656098.0
590,menongue,-14.6585,17.691,10.29,31.0,12.0,1.38,AO,1718656167.0
591,ceeldheer,3.8488,47.1806,25.39,87.0,95.0,7.35,SO,1718656167.0
592,klamath falls,42.2249,-121.7817,16.03,37.0,0.0,4.63,US,1718656167.0
593,kirsanov,52.6549,42.7224,18.45,91.0,66.0,3.86,RU,1718656168.0
594,kruisfontein,-34.0033,24.7314,16.6,46.0,68.0,5.57,ZA,1718656168.0
595,as sulayyil,20.4607,45.5779,34.14,9.0,0.0,3.1,SA,1718656168.0
596,murzuq,25.9155,13.9184,35.09,13.0,0.0,3.98,LY,1718656168.0
597,la puebla de cazalla,37.2216,-5.3115,23.34,41.0,2.0,5.59,ES,1718655972.0
598,bei'an,24.5399,109.533,24.16,98.0,100.0,4.64,CN,1718656168.0
599,verkhnevilyuysk,63.4453,120.3167,5.1,86.0,56.0,2.26,RU,1718656168.0
600,yemetsk,63.4721,41.7941,15.53,62.0,99.0,2.63,RU,1718656168.0
601,kiunga,-6.1219,141.2906,21.62,94.0,100.0,1.37,PG,1718656169.0
